Cod Int;Descrição;Classificação;Soma de estoque_teorico;Soma de estoque_contado;Dif; Cst Med ; Total ;Observações
63502;CHUP COLOR SIL ORT T2 5015 ROS;PRINCIPAL > 5 - PERFUMARIA > HIGIENE PESSOAL, PERFUMARIA E COSMÉTICOS > ACESSORIOS P/BANHO;3;3;0;R$ 6,60; R$ -   ;Ok
72984;CHUP LOLLY   100% SIL ORT TAM1 BCO;PRINCIPAL > 5 - PERFUMARIA > CUIDADO AO BEBE/INFANTIL > ACESSORIOS INFANTIS;1;1;0;R$ 11,47; R$ -   ;Ok
510;DEXCLORF+BETAMETASONA C/20CP;PRINCIPAL > 2 - GENÉRICOS > GEN RX ULT ONE;5;2;-3;R$ 14,36;-R$ 43,08;Perda
62055;CHUP LOLLY  100% SIL ORT TAM2 BCO;PRINCIPAL > 5 - PERFUMARIA > CUIDADO AO BEBE/INFANTIL > ACESSORIOS INFANTIS;2;2;0;R$ 11,05; R$ -   ;Ok
62593;CHUP LOLLY  100% SIL ORT TAM2 C/2UND;PRINCIPAL > 5 - PERFUMARIA > CUIDADO AO BEBE/INFANTIL > ACESSORIOS INFANTIS;3;3;0;R$ 21,73; R$ -   ;Ok
72819;CHUP LOLLY 100% SIL ORT TAM1 AZ;PRINCIPAL > 5 - PERFUMARIA > CUIDADO AO BEBE/INFANTIL > ACESSORIOS INFANTIS;1;1;0;R$ 10,85; R$ -   ;Ok
73812;CHUP LOLLY 100% SIL ORT TAM1 C/2UND AZUL E NUDE(LOL);PRINCIPAL > 5 - PERFUMARIA > CUIDADO AO BEBE/INFANTIL > ACESSORIOS INFANTIS;1;1;0;R$ 20,27; R$ -   ;Ok
110640;CHUP LOLLY 100% SIL ORT TAM1 C/2UND ROSA E NUDE(LOL);PRINCIPAL > 5 - PERFUMARIA > CUIDADO AO BEBE/INFANTIL > ACESSORIOS INFANTIS;1;1;0;R$ 23,34; R$ -   ;Ok
110631;CHUP LOLLY 100% SIL ORT TAM1 ROSA;PRINCIPAL > 5 - PERFUMARIA > CUIDADO AO BEBE/INFANTIL > ACESSORIOS INFANTIS;1;1;0;R$ 7,16; R$ -   ;Ok
63151;CHUP LOLLY 100% SIL ORT TAM1 ROSA SPECIAL;PRINCIPAL > 5 - PERFUMARIA > CUIDADO AO BEBE/INFANTIL > ACESSORIOS INFANTIS;3;3;0;R$ 11,02; R$ -   ;Ok
62084;CHUP LOLLY 100% SIL ORT TAM2 ROSA SPECIAL;PRINCIPAL > 5 - PERFUMARIA > CUIDADO AO BEBE/INFANTIL > ACESSORIOS INFANTIS;2;2;0;R$ 11,21; R$ -   ;Ok
62587;CHUP LOLLY 100% SIL RED TAM1 BCO;PRINCIPAL > 5 - PERFUMARIA > CUIDADO AO BEBE/INFANTIL > ACESSORIOS INFANTIS;3;3;0;R$ 10,16; R$ -   ;Ok
60879;CHUP LOLLY DREAMS C/PROT ORT TAM1 AZ;PRINCIPAL > 5 - PERFUMARIA > CUIDADO AO BEBE/INFANTIL > ACESSORIOS INFANTIS;1;1;0;R$ 8,03; R$ -   ;Ok
61241;CHUP LOLLY DREAMS C/PROT ORT TAM2 RS;PRINCIPAL > 5 - PERFUMARIA > CUIDADO AO BEBE/INFANTIL > ACESSORIOS INFANTIS;3;3;0;R$ 8,03; R$ -   ;Ok
60155;CHUP LOLLY JOY RED TAM2 AZUL;PRINCIPAL > 5 - PERFUMARIA > CUIDADO AO BEBE/INFANTIL > ACESSORIOS INFANTIS;1;1;0;R$ 5,30; R$ -   ;Ok
60156;CHUP LOLLY JOY RED TAM2 RS;PRINCIPAL > 5 - PERFUMARIA > CUIDADO AO BEBE/INFANTIL > ACESSORIOS INFANTIS;3;3;0;R$ 5,27; R$ -   ;Ok
107771;CHUP LOLLY OCEANA ORT MASTER ROSA;PRINCIPAL > 5 - PERFUMARIA > CUIDADO AO BEBE/INFANTIL > LINHA INFANTIL;3;3;0;R$ 7,82; R$ -   ;Ok
64267;CHUP LOLLY OCEANO RED TAM2 AZ;PRINCIPAL > 5 - PERFUMARIA > CUIDADO AO BEBE/INFANTIL > ACESSORIOS INFANTIS;3;3;0;R$ 6,85; R$ -   ;Ok
63496;CHUP LOLLY OCEANO RED TAM2 RS;PRINCIPAL > 5 - PERFUMARIA > CUIDADO AO BEBE/INFANTIL > ACESSORIOS INFANTIS;3;3;0;R$ 7,41; R$ -   ;Ok
61426;CHUP LOLLY R-5015-01-AZ;PRINCIPAL > 5 - PERFUMARIA > HIGIENE PESSOAL, PERFUMARIA E COSMÉTICOS > ACESSORIOS P/BANHO;2;2;0;R$ 6,77; R$ -   ;Ok
60160;CHUP LOLLY ROSA SILICONE REDONDO N.2;PRINCIPAL > 5 - PERFUMARIA > CUIDADO AO BEBE/INFANTIL > ACESSORIOS INFANTIS;2;2;0;R$ 6,49; R$ -   ;Ok
61245;CHUP LOLLY SPECIAL SILICONE ORT T15314 BRANC;PRINCIPAL > 5 - PERFUMARIA > CUIDADO AO BEBE/INFANTIL > ACESSORIOS INFANTIS;1;1;0;R$ 7,59; R$ -   ;Ok
61546;CHUP LOLLY TIP BORB ORT TAM2 AZ;PRINCIPAL > 5 - PERFUMARIA > CUIDADO AO BEBE/INFANTIL > ACESSORIOS INFANTIS;5;5;0;R$ 6,25; R$ -   ;Ok
61547;CHUP LOLLY TIP BORB ORT TAM2 RS;PRINCIPAL > 5 - PERFUMARIA > CUIDADO AO BEBE/INFANTIL > ACESSORIOS INFANTIS;4;4;0;R$ 5,92; R$ -   ;Ok
62874;CHUP LOLLY TIP BORB RED TAM2 AZ;PRINCIPAL > 5 - PERFUMARIA > CUIDADO AO BEBE/INFANTIL > ACESSORIOS INFANTIS;3;3;0;R$ 6,26; R$ -   ;Ok
62873;CHUP LOLLY TIP BORB RED TAM2 RS;PRINCIPAL > 5 - PERFUMARIA > CUIDADO AO BEBE/INFANTIL > ACESSORIOS INFANTIS;2;2;0;R$ 6,12; R$ -   ;Ok
58778;SH JOHNSONS BABY REGULAR 750ML;PRINCIPAL > 5 - PERFUMARIA > CUIDADO AO BEBE/INFANTIL > SHAMPOO INFANTIL;2;1;-1;R$ 42,84;-R$ 42,84;Perda
71527;CHUP MAM AIR NIGHT 6+MESES AZ;PRINCIPAL > 5 - PERFUMARIA > CUIDADO AO BEBE/INFANTIL > ACESSORIOS INFANTIS;1;1;0;R$ 27,85; R$ -   ;Ok
76759;CHUP MAM MOM & DAD SIL AZUL TAM1 0-6M;PRINCIPAL > 5 - PERFUMARIA > CUIDADO AO BEBE/INFANTIL > LINHA INFANTIL;1;1;0;R$ 31,31; R$ -   ;Ok
71879;CHUP MAM ORIG 0-6M AZ CH202;PRINCIPAL > 5 - PERFUMARIA > CUIDADO AO BEBE/INFANTIL > ACESSORIOS INFANTIS;2;2;0;R$ 19,47; R$ -   ;Ok
77927;CHUPETA MAN AIR 16+AZUL C/2 CH50421;PRINCIPAL > 5 - PERFUMARIA > CUIDADO AO BEBE/INFANTIL > LINHA INFANTIL;1;1;0;R$ 46,79; R$ -   ;Ok
102562;CHUPETA VIVA SIL O T2 4915;PRINCIPAL > 5 - PERFUMARIA > HIGIENE PESSOAL, PERFUMARIA E COSMÉTICOS > PERFUMARIA;2;2;0;R$ 9,76; R$ -   ;Ok
102224;CHUPETA VIVA SIL T2 F491501 F;PRINCIPAL > 5 - PERFUMARIA > HIGIENE PESSOAL, PERFUMARIA E COSMÉTICOS > PERFUMARIA;1;1;0;R$ 6,47; R$ -   ;Ok
103297;CICAPLAST SERUM REPARADOR 30ML;PRINCIPAL > 5 - PERFUMARIA > HIGIENE PESSOAL, PERFUMARIA E COSMÉTICOS > DERMOCOSMETICOS;1;1;0;R$ 178,88; R$ -   ;Ok
61341;CICATRICURE  GEL 30G;PRINCIPAL > 5 - PERFUMARIA > HIGIENE PESSOAL, PERFUMARIA E COSMÉTICOS > TRATAMENTO FACIAL;2;2;0;R$ 24,06; R$ -   ;Ok
63075;CICATRICURE CONT OLEOS BLUR E FILLER 15G;PRINCIPAL > 5 - PERFUMARIA > HIGIENE PESSOAL, PERFUMARIA E COSMÉTICOS > TRATAMENTO FACIAL;1;1;0;R$ 42,70; R$ -   ;Ok
102366;CICATRICURE EYE CREAM FOR FACE 30G;PRINCIPAL > 5 - PERFUMARIA > HIGIENE PESSOAL, PERFUMARIA E COSMÉTICOS > DERMOCOSMETICOS;3;3;0;R$ 58,98; R$ -   ;Ok
111282;CICATRICURE PORCELANA CREME ANTIMARCAS FACIL 50G;PRINCIPAL > 5 - PERFUMARIA > HIGIENE PESSOAL, PERFUMARIA E COSMÉTICOS > TRATAMENTO FACIAL;2;2;0;R$ 51,56; R$ -   ;Ok
111283;CICATRICURE PORCELANA PEELING FACIAL ANTIMARCAS 30ML;PRINCIPAL > 5 - PERFUMARIA > HIGIENE PESSOAL, PERFUMARIA E COSMÉTICOS > TRATAMENTO FACIAL;2;2;0;R$ 58,83; R$ -   ;Ok
103083;CICATRICURE PROT SOL FPS50 C MEDIA;PRINCIPAL > 5 - PERFUMARIA > HIGIENE PESSOAL, PERFUMARIA E COSMÉTICOS > DERMOCOSMETICOS;3;3;0;R$ 44,48; R$ -   ;Ok
117;CICLO 21 0,15MG + 0,03MG C/ 21CP;PRINCIPAL > 3 - SIMILARES > SIM ANTICON ULT ONE;1;1;0;R$ 7,43; R$ -   ;Ok
73415;CICLOBENZAPRINA  10MG C/ 30CP(EUR);PRINCIPAL > 2 - GENÉRICOS > GEN RX SEM ONE;1;1;0;R$ 9,98; R$ -   ;Ok
500;CICLOBENZAPRINA 10 MG C/ 15 CP;PRINCIPAL > 2 - GENÉRICOS > GEN RX;2;2;0;R$ 6,24; R$ -   ;Ok
73387;CICLOBENZAPRINA 10MG C/ 30CP(ACH);PRINCIPAL > 2 - GENÉRICOS > GEN RX;2;2;0;R$ 7,86; R$ -   ;Ok
73264;CICLOBENZAPRINA 5MG C/ 15CP(EUR);PRINCIPAL > 2 - GENÉRICOS > GEN RX SEM ONE;3;3;0;R$ 5,44; R$ -   ;Ok
73381;CICLOBENZAPRINA 5MG C/ 30CP(ACH);PRINCIPAL > 2 - GENÉRICOS > GEN RX;2;2;0;R$ 8,40; R$ -   ;Ok
73674;CICLOBENZAPRINA 5MG C/ 30CP(CIM);PRINCIPAL > 2 - GENÉRICOS > GEN RX;1;1;0;R$ 3,38; R$ -   ;Ok
1172;CICLOBENZAPRINA 5MG C/30CP;PRINCIPAL > 2 - GENÉRICOS > GEN RX SEM ONE;4;4;0;R$ 7,53; R$ -   ;Ok
923;CICLOPIROX OLAMINA CR 20G;PRINCIPAL > 2 - GENÉRICOS > GEN RX;2;2;0;R$ 10,33; R$ -   ;Ok
371;CIFLOGEX CEREJA C/ 12PASTILHAS;PRINCIPAL > 3 - SIMILARES > SIM OTC MIP;7;7;0;R$ 0,01; R$ -   ;Ok
573;CIFLOGEX DIET MENTA/LIMAO 12 PASTILHAS;PRINCIPAL > 3 - SIMILARES > SIM OTC MIP;4;4;0;R$ 1,19; R$ -   ;Ok
283;CIFLOGEX LARANJA C/ 12PASTILHAS;PRINCIPAL > 3 - SIMILARES > SIM OTC MIP;5;5;0;R$ 0,01; R$ -   ;Ok
354;CIFLOGEX MEL/LIMAO 12 PASTILHAS;PRINCIPAL > 3 - SIMILARES > SIM OTC MIP;8;8;0;R$ 0,01; R$ -   ;Ok
355;CIFLOGEX MENTA/LIMAO 12 PASTILHAS;PRINCIPAL > 3 - SIMILARES > SIM OTC MIP;6;6;0;R$ 0,77; R$ -   ;Ok
1231;CILOSTAZOL   50MG C/ 30CP;PRINCIPAL > 2 - GENÉRICOS > GEN USO CONT SEM ONE;2;2;0;R$ 9,10; R$ -   ;Ok
102855;CILOSTAZOL  50MG C/30 CP;PRINCIPAL > 2 - GENÉRICOS > GEN_RX;2;2;0;R$ 11,40; R$ -   ;Ok
56030;CILOSTAZOL 100MG C/ 30CP;PRINCIPAL > 2 - GENÉRICOS > GEN USO CONT SEM ONE;2;2;0;R$ 16,57; R$ -   ;Ok
56367;CILOSTAZOL 100MG C/ 60CP;PRINCIPAL > 2 - GENÉRICOS > GEN USO CONT ULT ONE;2;2;0;R$ 28,66; R$ -   ;Ok
107512;CILOSTAZOL 100MG C/30 (BIG);PRINCIPAL > 2 - GENÉRICOS > GEN_RX;2;2;0;R$ 18,78; R$ -   ;Ok
102856;CILOSTAZOL 50MG C/60 CP;PRINCIPAL > 2 - GENÉRICOS > GEN_RX;2;2;0;R$ 17,43; R$ -   ;Ok
605;CIMECORT CR 15G;PRINCIPAL > 3 - SIMILARES > SIM RX BONIF ONE;1;1;0;R$ 4,67; R$ -   ;Ok
738;CIMECORT CR 30G;PRINCIPAL > 3 - SIMILARES > SIM RX BONIF ONE;2;2;0;R$ 6,48; R$ -   ;Ok
479;CIMEGRIPE 400MG 20 CAPS;PRINCIPAL > 3 - SIMILARES > SIM OTC MIP ULT ONE;64;64;0;R$ 9,19; R$ -   ;Ok
345;CIMEGRIPE GTS 20ML;PRINCIPAL > 3 - SIMILARES > SIM OTC MIP ULT ONE;3;3;0;R$ 9,76; R$ -   ;Ok
449;CIMELIDE GTS 15ML;PRINCIPAL > 3 - SIMILARES > SIM RX BONIF ONE;4;4;0;R$ 4,24; R$ -   ;Ok
627;CIMETIDINA  200MG C/ 20CP;PRINCIPAL > 2 - GENÉRICOS > GEN USO CONT SEM ONE;2;2;0;R$ 6,70; R$ -   ;Ok
171;CIMETIDINA 200MG C/ 10CP;PRINCIPAL > 2 - GENÉRICOS > GEN USO CONTI;2;2;0;R$ 3,47; R$ -   ;Ok
1073;CIMETIDINA 400MG C/16CP;PRINCIPAL > 2 - GENÉRICOS > GEN USO CONTI;2;2;0;R$ 10,45; R$ -   ;Ok
63332;CINTA MODELADORA KESTAL  BEGE 1UND;PRINCIPAL > 5 - PERFUMARIA > PRIMEIROS SOCORROS > ORTOPEDICOS;1;1;0;R$ 83,40; R$ -   ;Ok
1075;CIPRIXIN DEXA COL 5ML;PRINCIPAL > 3 - SIMILARES > SIM ANTIM SEM ONE;2;2;0;R$ 10,51; R$ -   ;Ok
73790;CIPROFIBRATO 100MG C/ 30CP(BIOLAB);PRINCIPAL > 2 - GENÉRICOS > GEN USO CONTI;4;4;0;R$ 10,65; R$ -   ;Ok
73848;CIPROFIBRATO 100MG C/ 30CP(EUR);PRINCIPAL > 2 - GENÉRICOS > GEN USO CONTI;4;4;0;R$ 18,76; R$ -   ;Ok
73477;CIPROFIBRATO 100MG C/ 30CP(NEO);PRINCIPAL > 2 - GENÉRICOS > GEN USO CONTI;4;4;0;R$ 17,61; R$ -   ;Ok
118105;CIPROFLOXACINO 500MG 14CP BIOLAB ;PRINCIPAL > 2 - GENÉRICOS > GEN ANTIMI;5;5;0;R$ 9,96; R$ -   ;Ok
73468;CIPROFLOXACINO 500MG C/ 14CP(CIM);PRINCIPAL > 2 - GENÉRICOS > GEN ANTIMI;1;1;0;R$ 5,57; R$ -   ;Ok
57072;CISTEIL 200MG C/ 16 ENV 5G;PRINCIPAL > 3 - SIMILARES > SIM OTC MIP ULT ONE;2;2;0;R$ 15,17; R$ -   ;Ok
1112;CISTEIL 20MG XPE PED 120 ML;PRINCIPAL > 3 - SIMILARES > SIM OTC MIP ULT ONE;2;2;0;R$ 8,94; R$ -   ;Ok
1332;CISTEIL 40MG XPE ADT 120ML;PRINCIPAL > 3 - SIMILARES > SIM OTC MIP ULT ONE;3;3;0;R$ 10,90; R$ -   ;Ok
57073;CISTEIL 600MG C/ 16ENV 5G;PRINCIPAL > 3 - SIMILARES > SIM OTC MIP ULT ONE;2;2;0;R$ 15,59; R$ -   ;Ok
62710;CITALOPRAM  20MG C/ 30CP TEUTO;PRINCIPAL > 2 - GENÉRICOS > GEN CONTROL;4;4;0;R$ 5,57; R$ -   ;Ok
118220;CITALOPRAM 20MG 30CP (NEOQ);PRINCIPAL > 2 - GENÉRICOS > GEN CONTROL;1;1;0;R$ 7,38; R$ -   ;Ok
73772;CITALOPRAM 20MG C/ 30CP(EUR);PRINCIPAL > 2 - GENÉRICOS > GEN CONTROL;2;2;0;R$ 6,59; R$ -   ;Ok
73520;CITALOPRAM 20MG C/ 30CP(MED);PRINCIPAL > 2 - GENÉRICOS > GEN CONTROL;2;2;0;R$ 9,97; R$ -   ;Ok
66200;CITOBE 100MG + 100MG + 5000MCG C/ 30CP;PRINCIPAL > 1 - ÉTICOS > MPX PROPAGADO > 1.03 - RX PROPAGADO;1;1;0;R$ 62,61; R$ -   ;Ok
72154;CITONEURIN 100MG + 100MG + 5.000MCG C/ 30DRGS;PRINCIPAL > 1 - ÉTICOS > MPX PROPAGADO > 1.03 - RX PROPAGADO;2;2;0;R$ 67,99; R$ -   ;Ok
818;CIXIN 0,5MG C/ 20CP;PRINCIPAL > 3 - SIMILARES > SIM USO CONT;2;2;0;R$ 7,94; R$ -   ;Ok
67018;CL TANSULOSINA 0,4MG C/ 60CP REV;PRINCIPAL > 2 - GENÉRICOS > GEN USO CONT SEM ONE;2;2;0;R$ 63,69; R$ -   ;Ok
67019;CL TERBINAFIN 250MG C/ 28CP;PRINCIPAL > 2 - GENÉRICOS > GEN RX;1;1;0;R$ 30,34; R$ -   ;Ok
156;CLANISTIL  COLIRIO 15ML;PRINCIPAL > 3 - SIMILARES > SIM OTC MIP ONE;3;3;0;R$ 5,74; R$ -   ;Ok
56400;CLARITROMICINA 250MG 60ML (EMS);PRINCIPAL > 2 - GENÉRICOS > GEN ANTIMI ONE;2;2;0;R$ 114,81; R$ -   ;Ok
59;CLARITROMICINA 500 MG C/ 10 CP (PHARLAB);PRINCIPAL > 2 - GENÉRICOS > GEN ANTIMI ONE;4;4;0;R$ 30,99; R$ -   ;Ok
118215;CLARITROMICINA 500MG 14CP (MEDLEY);PRINCIPAL > 2 - GENÉRICOS > GEN ANTIMI ONE;2;2;0;R$ 64,10; R$ -   ;Ok
73525;CLARITROMICINA 500MG C/ 10CP(MED);PRINCIPAL > 2 - GENÉRICOS > GEN ANTIMI ONE;2;2;0;R$ 37,73; R$ -   ;Ok
71651;CLARITROMICINA 500MG C/14CPRS (PHARLAB);PRINCIPAL > 2 - GENÉRICOS > GEN ANTIMI;2;2;0;R$ 42,73; R$ -   ;Ok
106600;CLAVULIN 500 MG + 125 MG C/ 30 CP;PRINCIPAL > 1 - ÉTICOS > MPX PROPAGADO > 1.05 - ANTIMICROB PROP;2;2;0;R$ 105,90; R$ -   ;Ok
56674;CLAVULIN BD 875 MG + 125 MG C/ 20CP;PRINCIPAL > 1 - ÉTICOS > MPX PROPAGADO > 1.05 - ANTIMICROB PROP;2;2;0;R$ 107,55; R$ -   ;Ok
56575;CLAVULIN BD 875/125MG C/ 14CP;PRINCIPAL > 1 - ÉTICOS > MPX PROPAGADO > 1.05 - ANTIMICROB PROP;3;3;0;R$ 82,26; R$ -   ;Ok
1552;CLEANKINOL 40MG CR 30G;PRINCIPAL > 3 - SIMILARES > SIM RX ULT ONE;1;1;0;R$ 47,95; R$ -   ;Ok
1474;CLEANKINOL 40MG GEL DERM 30G;PRINCIPAL > 3 - SIMILARES > SIM RX ULT ONE;2;2;0;R$ 46,73; R$ -   ;Ok
102371;CLEANY CONCENTRADO GEL LIMP 150ML;PRINCIPAL > 5 - PERFUMARIA > HIGIENE PESSOAL, PERFUMARIA E COSMÉTICOS > DERMOCOSMETICOS;1;1;0;R$ 29,19; R$ -   ;Ok
102372;CLEANY CONCENTRADO GEL LIMP 300ML;PRINCIPAL > 5 - PERFUMARIA > HIGIENE PESSOAL, PERFUMARIA E COSMÉTICOS > DERMOCOSMETICOS;2;2;0;R$ 45,02; R$ -   ;Ok
102370;CLEANY CONTROLE GEL LIMP 150ML;PRINCIPAL > 5 - PERFUMARIA > HIGIENE PESSOAL, PERFUMARIA E COSMÉTICOS > DERMOCOSMETICOS;1;1;0;R$ 29,78; R$ -   ;Ok
72758;CLEARBLUE DIG SAIBA ANTES;PRINCIPAL > 1 - ÉTICOS > MIPS PROPAGADOS > 1.07 - OTC/MIP;4;4;0;R$ 17,92; R$ -   ;Ok
56026;CLENIL HFA  50MCG 50MCG SPRAY C/ 200DOSES;PRINCIPAL > 1 - ÉTICOS > MPX PROPAGADO > 1.03 - RX PROPAGADO;1;1;0;R$ 30,79; R$ -   ;Ok
61020;CLENIL HFA SPRAY 200MCG 200 DOSES (CHIESI) FP;PRINCIPAL > 1 - ÉTICOS > MPX PROPAGADO > 1.03 - RX PROPAGADO;1;1;0;R$ 58,34; R$ -   ;Ok
1975;CLINDAMICINA 300MG C/ 16CP TEUTO;PRINCIPAL > 2 - GENÉRICOS > GEN ANTIMI SEM ONE;4;4;0;R$ 16,39; R$ -   ;Ok
56190;CLINDAMICINA 300MG C/16 CAPS UNIAO QUIM;PRINCIPAL > 2 - GENÉRICOS > GEN ANTIMI;2;2;0;R$ 15,76; R$ -   ;Ok
57081;CLINDOXYL CONTROL 5% GEL 45G;PRINCIPAL > 1 - ÉTICOS > MPX PROPAGADO > 1.05 - ANTIMICROB PROP;1;1;0;R$ 43,20; R$ -   ;Ok
118235;CLOBETASOL 0,5MG/G CREME DERM 30G (NOVAQ);PRINCIPAL > 2 - GENÉRICOS > GEN RX;0;1;1;R$ 7,03;R$ 7,03;Sobra Justificada
59069;CLOBETASOL LOCAO CAP 50G;PRINCIPAL > 2 - GENÉRICOS > GEN RX ONE;3;3;0;R$ 14,77; R$ -   ;Ok
60339;LEITE NINHO FASES 1+ 800G;PRINCIPAL > 7 - LEITES E FRALDAS > COMPOSTO LAC INFANTI;2;1;-1;R$ 41,88;-R$ 41,88;Perda
1500;CLOB-X 0,5 MG/G CR 30G;PRINCIPAL > 1 - ÉTICOS > MPX PROPAGADO > 1.03 - RX PROPAGADO;1;1;0;R$ 38,77; R$ -   ;Ok
66987;CLOMARDINONA + ETINILESTRADIOL 2MG+0,03MG C/ 21CP;PRINCIPAL > 2 - GENÉRICOS > GEN ANTICONC ULT ONE;2;2;0;R$ 11,47; R$ -   ;Ok
56304;CLOMID 50MG C/ 10CP;PRINCIPAL > 1 - ÉTICOS > MPX PROPAGADO > 1.03 - RX PROPAGADO;1;1;0;R$ 60,06; R$ -   ;Ok
67022;CLOMIPRAMINA 75MG C/20 CP;PRINCIPAL > 2 - GENÉRICOS > GEN CONTROL ULT ONE;3;3;0;R$ 34,06; R$ -   ;Ok
1021;CLOMIPRAMINA GEN 25MG 20CPR GERMED;PRINCIPAL > 2 - GENÉRICOS > GEN CONTROL ONE;2;2;0;R$ 21,42; R$ -   ;Ok
125;CLONAZEPAM  2,5MG GTS 20ML (MEDLEY);PRINCIPAL > 2 - GENÉRICOS > GEN CONTROL SEM ONE;2;2;0;R$ 4,20; R$ -   ;Ok
254;CLONAZEPAM 0,5MG C/ 60CP (MEDLEY);PRINCIPAL > 2 - GENÉRICOS > GEN CONTROL;2;2;0;R$ 4,41; R$ -   ;Ok
73174;CLONAZEPAM 0,5MG C/30CP MEDLEY;PRINCIPAL > 2 - GENÉRICOS > GEN CONTROL;2;2;0;R$ 2,07; R$ -   ;Ok
182;CLONAZEPAM 2 MG C/ 30 CP REV EUROF;PRINCIPAL > 2 - GENÉRICOS > GEN CONTROL;1;1;0;R$ 5,92; R$ -   ;Ok
129;CLONAZEPAM 2,5MG/ML GTS 20ML (EMS);PRINCIPAL > 2 - GENÉRICOS > GEN CONTROL;2;2;0;R$ 5,51; R$ -   ;Ok
73212;CLONAZEPAM 2MG 30CP (GERMED);PRINCIPAL > 2 - GENÉRICOS > GEN CONTROL;2;2;0;R$ 3,88; R$ -   ;Ok
118185;CLONAZEPAM 2MG 30CP (LEGRAND);PRINCIPAL > 2 - GENÉRICOS > GEN CONTROL;2;2;0;R$ 3,55; R$ -   ;Ok
62257;CLONAZEPAM 2MG C/ 30CP (PHARLAB);PRINCIPAL > 2 - GENÉRICOS > GEN CONTROL;2;2;0;R$ 3,53; R$ -   ;Ok
73735;CLONAZEPAM 2MG C/ 30CP(GEO);PRINCIPAL > 2 - GENÉRICOS > GEN CONTROL;2;2;0;R$ 2,92; R$ -   ;Ok
73629;CLONAZEPAM 2MG C/ 30CP(NOV);PRINCIPAL > 2 - GENÉRICOS > GEN CONTROL;2;2;0;R$ 3,41; R$ -   ;Ok
73328;CLONAZEPAM 2MG C/ 60CP(MED);PRINCIPAL > 2 - GENÉRICOS > GEN CONTROL;2;2;0;R$ 8,28; R$ -   ;Ok
73213;CLONAZEPAM 2MG C/30CP MEDLEY;PRINCIPAL > 2 - GENÉRICOS > GEN CONTROL;2;2;0;R$ 3,34; R$ -   ;Ok
66178;CLOPERASTINA 3,54MG C/ 120ML;PRINCIPAL > 2 - GENÉRICOS > GEN OTC/MIP ONE;4;4;0;R$ 19,33; R$ -   ;Ok
56571;CLOPIDOGREL 75MG 30CPR EUROFARMA;PRINCIPAL > 2 - GENÉRICOS > GEN USO CONTI;1;1;0;R$ 14,63; R$ -   ;Ok
263;TRIANCINOLONA  ACETONIDA POM 1MG/G 10G;PRINCIPAL > 2 - GENÉRICOS > GEN RX;9;0;-9;R$ 4,54;-R$ 40,86;Perda
73537;CLOPIDOGREL 75MG C/ 28CP(SAN);PRINCIPAL > 2 - GENÉRICOS > GEN USO CONTI;3;3;0;R$ 13,81; R$ -   ;Ok
107457;CLORETO DE MAGNESIO P.A C/60 CAPS;PRINCIPAL > 3 - SIMILARES > OFICINAIS;1;1;0;R$ 11,75; R$ -   ;Ok
63646;CLORIDRATO DE AMIODARONA 100MG 30CP (MEDLEY);PRINCIPAL > 2 - GENÉRICOS > GEN USO CONT ULT ONE;1;1;0;R$ 13,52; R$ -   ;Ok
67010;CLORIDRATO DE AMIODARONA 200MG 30CP (MEDLEY);PRINCIPAL > 2 - GENÉRICOS > GEN USO CONT ONE;1;1;0;R$ 16,24; R$ -   ;Ok
106258;CLORIDRATO DE BROMEXINA 8 MG/5 ML XPE ADT 120 ML;PRINCIPAL > 2 - GENÉRICOS > GENERICO;3;3;0;R$ 12,87; R$ -   ;Ok
57096;CLORIDRATO DE PIOGLITAZONA 30MG 15CP (EMS);PRINCIPAL > 2 - GENÉRICOS > GEN USO CONTI;1;1;0;R$ 35,45; R$ -   ;Ok
94005;CLORIDRATO DE PIOGLITAZONA 30MG 30CP (TEUTO);PRINCIPAL > 2 - GENÉRICOS > GEN USO CONTI;3;3;0;R$ 43,00; R$ -   ;Ok
176;CLORTALIDONA 12,5MG C/ 60CP;PRINCIPAL > 2 - GENÉRICOS > GEN USO CONT ULT ONE;4;4;0;R$ 15,61; R$ -   ;Ok
118290;CLORTALIDONA 50MG 30CP (VITAMEDIC);PRINCIPAL > 2 - GENÉRICOS > GEN_RX;1;1;0;R$ 8,43; R$ -   ;Ok
189;CLOTRIMAZOL  CR DERM 20G;PRINCIPAL > 2 - GENÉRICOS > GEN OTC SEM ONE;2;2;0;R$ 4,80; R$ -   ;Ok
187;CLOTRIMAZOL 10 MG/G CR DERM 20 G;PRINCIPAL > 2 - GENÉRICOS > GEN OTC/MIP;1;1;0;R$ 6,92; R$ -   ;Ok
183;CLOTRIMAZOL 10MG/G CR 20G;PRINCIPAL > 2 - GENÉRICOS > GEN OTC/MIP;5;5;0;R$ 7,25; R$ -   ;Ok
1509;CLOTRIMAZOL CR VAG 35G+06APLICADORES;PRINCIPAL > 2 - GENÉRICOS > GEN RX;1;1;0;R$ 21,47; R$ -   ;Ok
1326;CLOTRIMIX CR 20G;PRINCIPAL > 1 - ÉTICOS > MPX PROPAGADO > 1.05 - ANTIMICROB PROP;3;3;0;R$ 16,16; R$ -   ;Ok
61416;COBAPETIT XPE 100ML;PRINCIPAL > 3 - SIMILARES > SIM OTC MIP ULT ONE;2;2;0;R$ 17,64; R$ -   ;Ok
