Cod Int;Descrição;Classificação;Soma de estoque_teorico;Soma de estoque_contado;Dif; Cst Med ; Total ;Observações
64925;CR PENT S.LINE SOS CACH COCO 1KG;PRINCIPAL > 5 - PERFUMARIA > HIGIENE PESSOAL, PERFUMARIA E COSMÉTICOS > TRATAMENTO CAPILAR;5;5;0;R$ 28,74; R$ -   ;Ok
62680;CR PENT S.LINE T.CACH BABY MULTIF 300ML;PRINCIPAL > 5 - PERFUMARIA > HIGIENE PESSOAL, PERFUMARIA E COSMÉTICOS > TRATAMENTO CAPILAR;3;3;0;R$ 9,39; R$ -   ;Ok
63540;CR PENT SALON LINE RECONST INT 1KG;PRINCIPAL > 5 - PERFUMARIA > HIGIENE PESSOAL, PERFUMARIA E COSMÉTICOS > HIDRATANTES;3;3;0;R$ 28,18; R$ -   ;Ok
118498;CR PENT SEDA BOOM DEF. FLEXIVEL 350ML;PRINCIPAL > 5 - PERFUMARIA > HIGIENE PESSOAL, PERFUMARIA E COSMÉTICOS > TRATAMENTO CAPILAR;1;1;0;R$ 11,58; R$ -   ;Ok
57549;CR PENT SEDA CERAMIDAS 300ML;PRINCIPAL > 5 - PERFUMARIA > HIGIENE PESSOAL, PERFUMARIA E COSMÉTICOS > TRATAMENTO CAPILAR;1;1;0;R$ 6,34; R$ -   ;Ok
57550;CR PENT SEDA LISO PERFEITO 300ML;PRINCIPAL > 5 - PERFUMARIA > HIGIENE PESSOAL, PERFUMARIA E COSMÉTICOS > TRATAMENTO CAPILAR;3;3;0;R$ 7,01; R$ -   ;Ok
58849;CR PENT TRA LA LA KIDS DESEMBARACANTE 300ML;PRINCIPAL > 5 - PERFUMARIA > HIGIENE PESSOAL, PERFUMARIA E COSMÉTICOS > TRATAMENTO CAPILAR;3;3;0;R$ 9,69; R$ -   ;Ok
58850;CR PENT TRA LA LA KIDS HIDRAKIDS  300ML;PRINCIPAL > 5 - PERFUMARIA > HIGIENE PESSOAL, PERFUMARIA E COSMÉTICOS > TRATAMENTO CAPILAR;2;2;0;R$ 9,53; R$ -   ;Ok
58935;CR PENT TRA LA LA KIDS NUTRIKIDS 300ML;PRINCIPAL > 5 - PERFUMARIA > HIGIENE PESSOAL, PERFUMARIA E COSMÉTICOS > TRATAMENTO CAPILAR;1;1;0;R$ 8,59; R$ -   ;Ok
72053;CR PENT VULT  CACHOS 300ML;PRINCIPAL > 5 - PERFUMARIA > HIGIENE PESSOAL, PERFUMARIA E COSMÉTICOS > TRATAMENTO CAPILAR;4;4;0;R$ 19,75; R$ -   ;Ok
107858;CR RENOVADOR SA CERAVE  PES 88ML;PRINCIPAL > 5 - PERFUMARIA > HIGIENE PESSOAL, PERFUMARIA E COSMÉTICOS > DERMOCOSMETICOS;1;1;0;R$ 64,72; R$ -   ;Ok
61647;CR REP CICAPLAST BAUME 20ML;PRINCIPAL > 5 - PERFUMARIA > HIGIENE PESSOAL, PERFUMARIA E COSMÉTICOS > TRATAMENTO FACIAL;3;3;0;R$ 40,13; R$ -   ;Ok
72485;CR TRAT DOVE RECONSTRUÃ‡AO 270G;PRINCIPAL > 5 - PERFUMARIA > HIGIENE PESSOAL, PERFUMARIA E COSMÉTICOS > TRATAMENTO CAPILAR;4;4;0;R$ 27,25; R$ -   ;Ok
218;ADEFORTE 01AMP 3ML;PRINCIPAL > 1 - ÉTICOS > MIPS PROPAGADOS > 1.02 - OTC/MIP PROPAG;9;8;-1;R$ 21,86;-R$ 21,86;Perda
63634;CR ULTRAFIX S/SABOR 68G;PRINCIPAL > 5 - PERFUMARIA > HIGIENE PESSOAL, PERFUMARIA E COSMÉTICOS > CREMES DENTAIS ADULT;2;2;0;R$ 40,97; R$ -   ;Ok
118922;CREAFORT CREAPURE VITAFOR 300G;PRINCIPAL > 6 - CONVENIÊNCIA > NUTRICAO ESPORTIVA;1;1;0;R$ 161,76; R$ -   ;Ok
60343;CREATINA  INTEGRALMEDICA HARDCORE 300G;PRINCIPAL > 6 - CONVENIÊNCIA > NUTRICAO ESPORTIVA;13;13;0;R$ 60,71; R$ -   ;Ok
71369;CREATINA INTEGRALMEDICA HARDCORE 150G;PRINCIPAL > 6 - CONVENIÊNCIA > NUTRICAO ESPORTIVA;4;4;0;R$ 43,41; R$ -   ;Ok
118923;CREATINE VITAFOR 300G;PRINCIPAL > 6 - CONVENIÊNCIA > NUTRICAO ESPORTIVA;2;2;0;R$ 93,25; R$ -   ;Ok
110920;CREME CALMANTE PRINCIPIA MULTIRREPARADOR CM-01 40G;PRINCIPAL > 5 - PERFUMARIA > HIGIENE PESSOAL, PERFUMARIA E COSMÉTICOS > CUIDADOS COM A PELE;2;2;0;R$ 35,72; R$ -   ;Ok
70977;CREME CAPILAR ELSEVE REEQUILIBRANTE PURE HIALURONICO 300G;PRINCIPAL > 5 - PERFUMARIA > HIGIENE PESSOAL, PERFUMARIA E COSMÉTICOS > TRATAMENTO CAPILAR;1;1;0;R$ 19,13; R$ -   ;Ok
67706;CREME CAPILAR NOTURNO ELSEVE CACHOS LONGOS DOS SONHOS 200ML;PRINCIPAL > 5 - PERFUMARIA > HIGIENE PESSOAL, PERFUMARIA E COSMÉTICOS > TRATAMENTO CAPILAR;4;4;0;R$ 28,47; R$ -   ;Ok
68390;CREME CAPILAR NUTRITIVO ELSEVE CACHOS LONGOS DOS SONHOS 300G;PRINCIPAL > 5 - PERFUMARIA > HIGIENE PESSOAL, PERFUMARIA E COSMÉTICOS > TRATAMENTO CAPILAR;3;3;0;R$ 19,13; R$ -   ;Ok
111312;CREME DEFRIZANTE DABELLE LISO ARRASADOR 190ML;PRINCIPAL > 5 - PERFUMARIA > HIGIENE PESSOAL, PERFUMARIA E COSMÉTICOS > TRATAMENTO CAPILAR;3;3;0;R$ 19,51; R$ -   ;Ok
57511;CREME DENTAL CLOSEUP RED HOT P360 FRESH 90G;PRINCIPAL > 5 - PERFUMARIA > HIGIENE PESSOAL, PERFUMARIA E COSMÉTICOS > CREMES DENTAIS ADULT;4;4;0;R$ 3,82; R$ -   ;Ok
61745;CREME DENTAL CLOSEUP TRIPLE MENTA 70G;PRINCIPAL > 5 - PERFUMARIA > HIGIENE PESSOAL, PERFUMARIA E COSMÉTICOS > CREMES DENTAIS ADULT;93;95;2;R$ 2,27;R$ 4,54;Sobra
63627;BUDESONIDA 32MCG C/120 DOSES;PRINCIPAL > 2 - GENÉRICOS > GEN USO CONT ULT ONE;2;1;-1;R$ 21,07;-R$ 21,07;Perda
62524;CREME DENTAL COLGATE SENSITIVE PRO ALIVIO IMED ORIGINAL 90G;PRINCIPAL > 5 - PERFUMARIA > HIGIENE PESSOAL, PERFUMARIA E COSMÉTICOS > CREMES DENTAIS ADULT;2;3;1;R$ 11,71;R$ 11,71;Sobra Justificada
111037;CREME DENTAL INF CONDOR UNO MENTA C/FLUOR 100G;PRINCIPAL > 5 - PERFUMARIA > CUIDADO AO BEBE/INFANTIL > CREME DENTAL INFANTI;3;3;0;R$ 10,14; R$ -   ;Ok
57525;CREME DENTAL ORAL B 3D WHITE BRILLIANT FRESH 70G;PRINCIPAL > 5 - PERFUMARIA > HIGIENE PESSOAL, PERFUMARIA E COSMÉTICOS > CREMES DENTAIS ADULT;12;12;0;R$ 3,79; R$ -   ;Ok
111218;CREME DENTAL ORAL B 3D WHITE MINERAL C/CARVAO BAMBU 70G;PRINCIPAL > 5 - PERFUMARIA > HIGIENE PESSOAL, PERFUMARIA E COSMÉTICOS > CREMES DENTAIS ADULT;1;1;0;R$ 8,18; R$ -   ;Ok
111287;CREME FACIAL ANTIMARCAS LOREAL DIA GLYCOLIC BRIGHT FPS30 49G;PRINCIPAL > 5 - PERFUMARIA > HIGIENE PESSOAL, PERFUMARIA E COSMÉTICOS > TRATAMENTO FACIAL;3;3;0;R$ 43,65; R$ -   ;Ok
111288;CREME FACIAL ANTIMARCAS LOREAL NOITE GLYCOLIC BRIGHT 49G;PRINCIPAL > 5 - PERFUMARIA > HIGIENE PESSOAL, PERFUMARIA E COSMÉTICOS > TRATAMENTO FACIAL;2;2;0;R$ 43,65; R$ -   ;Ok
71880;CREME FACIAL NIVEA ANTISSINAIS 50G;PRINCIPAL > 5 - PERFUMARIA > HIGIENE PESSOAL, PERFUMARIA E COSMÉTICOS > TRATAMENTO FACIAL;4;4;0;R$ 18,31; R$ -   ;Ok
58017;CREME FACIAL NIVEA ANTISSINAIS Q10 POWER DIA FPS30 50G;PRINCIPAL > 5 - PERFUMARIA > HIGIENE PESSOAL, PERFUMARIA E COSMÉTICOS > TRATAMENTO FACIAL;7;7;0;R$ 36,28; R$ -   ;Ok
62281;CREME HIDRATANTE FACIAL NIVEA ANTISSINAIS 100G;PRINCIPAL > 5 - PERFUMARIA > HIGIENE PESSOAL, PERFUMARIA E COSMÉTICOS > TRATAMENTO FACIAL;5;5;0;R$ 27,13; R$ -   ;Ok
56934;LAVITAN MULHER C/ 60CAPS;PRINCIPAL > 4 - DIAMANTES > DIAMANTE 0 - 5%;19;17;-2;R$ 10,53;-R$ 21,06;Perda
57538;CREME HIDRATANTE NIVEA LATA 56G;PRINCIPAL > 5 - PERFUMARIA > HIGIENE PESSOAL, PERFUMARIA E COSMÉTICOS > TRATAMENTO FACIAL;25;25;0;R$ 17,52; R$ -   ;Ok
71081;CREME HIDRATANTE P/MAOS LA PIEL TAMARAS EGIPCIAS FPS15 50G;PRINCIPAL > 5 - PERFUMARIA > HIGIENE PESSOAL, PERFUMARIA E COSMÉTICOS > HIDRATANTES;1;1;0;R$ 11,35; R$ -   ;Ok
62612;CREME MILAGROSO ELSEVE LONGO DOS SONHOS 300G;PRINCIPAL > 5 - PERFUMARIA > HIGIENE PESSOAL, PERFUMARIA E COSMÉTICOS > TRATAMENTO CAPILAR;8;8;0;R$ 16,60; R$ -   ;Ok
62483;CREME PARA BARBEAR NIVEA SENSITIVE 2 EM 1 65G;PRINCIPAL > 5 - PERFUMARIA > HIGIENE PESSOAL, PERFUMARIA E COSMÉTICOS > CERAS E ESPUMAS;1;1;0;R$ 12,13; R$ -   ;Ok
57541;CREME PARA MAOS NIVEA Q10 3 EM 1 ANTI-IDADE 75G;PRINCIPAL > 5 - PERFUMARIA > HIGIENE PESSOAL, PERFUMARIA E COSMÉTICOS > HIDRATANTES;3;3;0;R$ 18,78; R$ -   ;Ok
118292;CREME PARA PERNAS COTTONBABY MATERNA 200ML;PRINCIPAL > 5 - PERFUMARIA > HIGIENE PESSOAL, PERFUMARIA E COSMÉTICOS > DERMOCOSMETICOS;1;1;0;R$ 24,86; R$ -   ;Ok
118294;CREME PARA PROTETOR MAMILOS COTTONBABY MATERNA 30G;PRINCIPAL > 5 - PERFUMARIA > HIGIENE PESSOAL, PERFUMARIA E COSMÉTICOS > LINHA CORPORAL;1;1;0;R$ 28,26; R$ -   ;Ok
119029;CREME PENTEAR DABELLE ABACATE 270G;PRINCIPAL > 5 - PERFUMARIA > HIGIENE PESSOAL, PERFUMARIA E COSMÉTICOS > TRATAMENTO CAPILAR;3;3;0;R$ 10,49; R$ -   ;Ok
67869;CREME PENTEAR ELSEVE CACHOS LONGO DOS SONHOS 250ML;PRINCIPAL > 5 - PERFUMARIA > HIGIENE PESSOAL, PERFUMARIA E COSMÉTICOS > TRATAMENTO CAPILAR;2;2;0;R$ 12,77; R$ -   ;Ok
65022;CREME PENTEAR ELSEVE HIDRA HIALURONICO 250ML;PRINCIPAL > 5 - PERFUMARIA > HIGIENE PESSOAL, PERFUMARIA E COSMÉTICOS > TRATAMENTO CAPILAR;5;5;0;R$ 12,77; R$ -   ;Ok
62613;CREME PENTEAR ELSEVE LONGO DOS SONHOS 250ML;PRINCIPAL > 5 - PERFUMARIA > HIGIENE PESSOAL, PERFUMARIA E COSMÉTICOS > TRATAMENTO CAPILAR;5;5;0;R$ 12,77; R$ -   ;Ok
59774;CREME PENTEAR ELSEVE OLEO NUTRICAO INTENSA 250ML;PRINCIPAL > 5 - PERFUMARIA > HIGIENE PESSOAL, PERFUMARIA E COSMÉTICOS > TRATAMENTO CAPILAR;4;4;0;R$ 12,80; R$ -   ;Ok
57535;CREME PENTEAR ELSEVE REPARACAO TOTAL 5+ 250ML;PRINCIPAL > 5 - PERFUMARIA > HIGIENE PESSOAL, PERFUMARIA E COSMÉTICOS > TRATAMENTO CAPILAR;2;2;0;R$ 13,66; R$ -   ;Ok
118726;CREME PENTEAR LOREAL PARIS ELSEVE LISO DOS SONHOS 250ML;PRINCIPAL > 5 - PERFUMARIA > HIGIENE PESSOAL, PERFUMARIA E COSMÉTICOS > TRATAMENTO CAPILAR;2;2;0;R$ 13,74; R$ -   ;Ok
102295;CREME PENTEAR NIELY GOLD CACHOS DEFINICAO PROLONGADA 250ML ;PRINCIPAL > 5 - PERFUMARIA > HIGIENE PESSOAL, PERFUMARIA E COSMÉTICOS > CABELO;2;2;0;R$ 7,81; R$ -   ;Ok
62568;CREME PENTEAR NIELY GOLD HIDRATACAO AGUA DE COCO 280G;PRINCIPAL > 5 - PERFUMARIA > HIGIENE PESSOAL, PERFUMARIA E COSMÉTICOS > TRATAMENTO CAPILAR;4;4;0;R$ 7,03; R$ -   ;Ok
61939;CREME PENTEAR NIELY GOLD NUTRICAO PODEROSA 250ML;PRINCIPAL > 5 - PERFUMARIA > HIGIENE PESSOAL, PERFUMARIA E COSMÉTICOS > TRATAMENTO CAPILAR;3;3;0;R$ 7,81; R$ -   ;Ok
58455;CREME PENTEAR NIELY GOLD POS-QUIMICA 280G;PRINCIPAL > 5 - PERFUMARIA > HIGIENE PESSOAL, PERFUMARIA E COSMÉTICOS > TRATAMENTO CAPILAR;2;2;0;R$ 7,81; R$ -   ;Ok
59900;CREME PENTEAR PANTENE REPARA 240G;PRINCIPAL > 5 - PERFUMARIA > HIGIENE PESSOAL, PERFUMARIA E COSMÉTICOS > TRATAMENTO CAPILAR;1;1;0;R$ 10,71; R$ -   ;Ok
72466;CREME PENTEAR SALON LINE KIDS CACHINHOS MELANCIA 1KG;PRINCIPAL > 5 - PERFUMARIA > CUIDADO AO BEBE/INFANTIL > CONDICIONADOR INFANT;6;7;1;R$ 29,25;R$ 29,25;Sobra
72467;CREME PENTEAR SALON LINE KIDS CACHINHOS SEM NOS 1KG;PRINCIPAL > 5 - PERFUMARIA > CUIDADO AO BEBE/INFANTIL > CONDICIONADOR INFANT;4;5;1;R$ 29,07;R$ 29,07;Sobra
111342;CREME PENTEAR SALON LINE KIDS SOS CACHOS HIDR 5 EM 1 1KG;PRINCIPAL > 5 - PERFUMARIA > HIGIENE PESSOAL, PERFUMARIA E COSMÉTICOS > TRATAMENTO CAPILAR;1;1;0;R$ 28,63; R$ -   ;Ok
62197;CREME PENTEAR SALON LINE KIDS SOS CACHOS HIDRATACAO 300ML;PRINCIPAL > 5 - PERFUMARIA > HIGIENE PESSOAL, PERFUMARIA E COSMÉTICOS > TRATAMENTO CAPILAR;4;4;0;R$ 12,80; R$ -   ;Ok
111349;CREME PENTEAR SALON LINE KIDS SOS CACHOS NUTRICAO 300ML;PRINCIPAL > 5 - PERFUMARIA > HIGIENE PESSOAL, PERFUMARIA E COSMÉTICOS > TRATAMENTO CAPILAR;2;2;0;R$ 13,30; R$ -   ;Ok
111351;CREME PENTEAR SALON LINE SOS BOMBA ANTIQUEDA/RESISTENC 300ML;PRINCIPAL > 5 - PERFUMARIA > HIGIENE PESSOAL, PERFUMARIA E COSMÉTICOS > TRATAMENTO CAPILAR;1;1;0;R$ 13,81; R$ -   ;Ok
111909;CREME PENTEAR SEDA LUMINOSO UV 300ML;PRINCIPAL > 5 - PERFUMARIA > HIGIENE PESSOAL, PERFUMARIA E COSMÉTICOS > TRATAMENTO CAPILAR;2;2;0;R$ 6,38; R$ -   ;Ok
119362;CREME PENTEAR SEDA TOQUE DE SEDA 300ML;PRINCIPAL > 5 - PERFUMARIA > HIGIENE PESSOAL, PERFUMARIA E COSMÉTICOS > TRATAMENTO CAPILAR;2;2;0;R$ 6,19; R$ -   ;Ok
118821;CREME PENTEAR SIAGE DEFINICAO PRO CRONOLOGY CURVA 300ML;PRINCIPAL > 5 - PERFUMARIA > HIGIENE PESSOAL, PERFUMARIA E COSMÉTICOS > TRATAMENTO CAPILAR;4;4;0;R$ 37,92; R$ -   ;Ok
118822;CREME PENTEAR SIAGE VOLUME PRO CRONOLOGY CURVA 300ML;PRINCIPAL > 5 - PERFUMARIA > HIGIENE PESSOAL, PERFUMARIA E COSMÉTICOS > TRATAMENTO CAPILAR;4;4;0;R$ 37,92; R$ -   ;Ok
71973;CREME PENTEAR SUPER GLOSS ELSEVE GLYCOLIC GLOSS 250ML;PRINCIPAL > 5 - PERFUMARIA > HIGIENE PESSOAL, PERFUMARIA E COSMÉTICOS > TRATAMENTO CAPILAR;2;2;0;R$ 12,80; R$ -   ;Ok
118557;CREME PREVENTIVO DE ASSADURAS BEBE JOAO E MARIA 40G;PRINCIPAL > 5 - PERFUMARIA > CUIDADO AO BEBE/INFANTIL > LINHA INFANTIL;3;3;0;R$ 9,62; R$ -   ;Ok
66570;CREME UNIFORMIZADOR FACIAL NIVEA BELEZA RADIANTE 7 EM 1 100G;PRINCIPAL > 5 - PERFUMARIA > HIGIENE PESSOAL, PERFUMARIA E COSMÉTICOS > TRATAMENTO FACIAL;4;4;0;R$ 26,66; R$ -   ;Ok
1511;CREVAGIN 40G C/7APL;PRINCIPAL > 1 - ÉTICOS > MPX PROPAGADO > 1.03 - RX PROPAGADO;2;2;0;R$ 40,51; R$ -   ;Ok
102992;CRISP BAR LEITE NINO CR DE AVELA;PRINCIPAL > 6 - CONVENIÊNCIA > NUTRICAO ESPORTIVA;18;18;0;R$ 6,62; R$ -   ;Ok
59849;CROMO MAXINUTRI C/ 60CAPS;PRINCIPAL > 3 - SIMILARES > SIM_LIBERADO;1;1;0;R$ 20,93; R$ -   ;Ok
455;CROMOLERG 2% COL 5ML;PRINCIPAL > 1 - ÉTICOS > MPX PROPAGADO > 1.03 - RX PROPAGADO;1;1;0;R$ 12,09; R$ -   ;Ok
681;CROMOLERG 4%SOL OFT 5ML;PRINCIPAL > 1 - ÉTICOS > MPX PROPAGADO > 1.03 - RX PROPAGADO;1;1;0;R$ 15,31; R$ -   ;Ok
1491;CRONOBE 5000MCG INJ 02AMP;PRINCIPAL > 1 - ÉTICOS > MPX PROPAGADO > 1.04 - USO CONT PROPAG;1;1;0;R$ 33,78; R$ -   ;Ok
70219;CRONOBE COMPLEX 100MG + 100MG + 5000MCG C/30 CP;PRINCIPAL > 1 - ÉTICOS > MPX PROPAGADO > 1.03 - RX PROPAGADO;1;1;0;R$ 72,66; R$ -   ;Ok
72440;CRONOBE COMPLEX 100MG + 100MG + 5000MCG INJ C/ 03AMP;PRINCIPAL > 1 - ÉTICOS > MPX PROPAGADO > 1.04 - USO CONT PROPAG;4;4;0;R$ 20,07; R$ -   ;Ok
102218;CRONOPLEX SOLUÃ‡ÃƒO 7,5MG POR ML;PRINCIPAL > 3 - SIMILARES > SIM_OTC/MIP;1;1;0;R$ 9,87; R$ -   ;Ok
57555;CURAT BAND-AID PEQ FERIM C/ 16UND;PRINCIPAL > 5 - PERFUMARIA > PRIMEIROS SOCORROS > ESPARADRAPOS E CURAT;3;3;0;R$ 7,96; R$ -   ;Ok
64972;CURAT BAND-AID TRANSP. VARIADOS C/ 30UND;PRINCIPAL > 5 - PERFUMARIA > PRIMEIROS SOCORROS > ESPARADRAPOS E CURAT;7;7;0;R$ 13,48; R$ -   ;Ok
57556;CURAT BAND-AID TRANSPARENTE C/ 10UND;PRINCIPAL > 5 - PERFUMARIA > PRIMEIROS SOCORROS > ESPARADRAPOS E CURAT;8;8;0;R$ 5,94; R$ -   ;Ok
57557;CURAT BAND-AID TRANSPARENTE C/ 40UND;PRINCIPAL > 5 - PERFUMARIA > PRIMEIROS SOCORROS > ESPARADRAPOS E CURAT;3;3;0;R$ 12,28; R$ -   ;Ok
58382;CURAT CREMER  BEGE 10UND;PRINCIPAL > 5 - PERFUMARIA > PRIMEIROS SOCORROS > ESPARADRAPOS E CURAT;14;14;0;R$ 3,74; R$ -   ;Ok
63551;CURAT CREMER  MINIONS 25UND;PRINCIPAL > 5 - PERFUMARIA > PRIMEIROS SOCORROS > ESPARADRAPOS E CURAT;2;2;0;R$ 10,24; R$ -   ;Ok
58386;CURAT CREMER  PROVA AGUA TRANSP 15UND;PRINCIPAL > 5 - PERFUMARIA > PRIMEIROS SOCORROS > ESPARADRAPOS E CURAT;2;2;0;R$ 12,77; R$ -   ;Ok
58381;CURAT CREMER  TRANSPARENTE 10UND;PRINCIPAL > 5 - PERFUMARIA > PRIMEIROS SOCORROS > ESPARADRAPOS E CURAT;10;10;0;R$ 3,65; R$ -   ;Ok
58387;CURAT CREMER ACNES E ESPINHAS C/24UND;PRINCIPAL > 5 - PERFUMARIA > PRIMEIROS SOCORROS > ESPARADRAPOS E CURAT;2;2;0;R$ 16,87; R$ -   ;Ok
56965;CURAT CREMER BEGE 40UND;PRINCIPAL > 5 - PERFUMARIA > PRIMEIROS SOCORROS > ESPARADRAPOS E CURAT;3;3;0;R$ 9,70; R$ -   ;Ok
65926;CURAT CREMER EXTRA GDE C/8UND;PRINCIPAL > 5 - PERFUMARIA > PRIMEIROS SOCORROS > ESPARADRAPOS E CURAT;4;4;0;R$ 10,16; R$ -   ;Ok
62695;CURAT CREMER MINIONS C/ 10UND;PRINCIPAL > 5 - PERFUMARIA > PRIMEIROS SOCORROS > ESPARADRAPOS E CURAT;3;3;0;R$ 4,74; R$ -   ;Ok
58379;CURAT CREMER TRANSPARENTE 40UND;PRINCIPAL > 5 - PERFUMARIA > PRIMEIROS SOCORROS > ESPARADRAPOS E CURAT;3;3;0;R$ 9,25; R$ -   ;Ok
77169;CURATIVO CREMER TRANSP VARIADOS 30UND;PRINCIPAL > 5 - PERFUMARIA > PRIMEIROS SOCORROS > ESPARADRAPOS E CURAT;2;2;0;R$ 14,32; R$ -   ;Ok
118924;CURCUMA PLUS 500MG 30 CAPSULAS;PRINCIPAL > 6 - CONVENIÊNCIA > NUTRICAO ESPORTIVA;1;1;0;R$ 43,08; R$ -   ;Ok
118925;CURCUMA PLUS 500MG 60 CAPSULAS;PRINCIPAL > 6 - CONVENIÊNCIA > NUTRICAO ESPORTIVA;1;1;0;R$ 68,06; R$ -   ;Ok
1524;CYCLOFEMINA INJ 1 AMP 0,5ML;PRINCIPAL > 1 - ÉTICOS > MPX PROPAGADO > 1.06 - ANTICONCEP PROP;1;1;0;R$ 33,17; R$ -   ;Ok
1048;CYLOCORT POM 3,5G;PRINCIPAL > 1 - ÉTICOS > MPX PROPAGADO > 1.05 - ANTIMICROB PROP;2;2;0;R$ 30,23; R$ -   ;Ok
59459;CYLOCORT SOLUCAO 5ML;PRINCIPAL > 1 - ÉTICOS > MPX PROPAGADO > 1.05 - ANTIMICROB PROP;2;2;0;R$ 30,64; R$ -   ;Ok
650;CYSTEX C/ 24DRG;PRINCIPAL > 3 - SIMILARES > SIM OTC MIP ULT ONE;2;2;0;R$ 25,47; R$ -   ;Ok
59041;DAFLON 1000MG C/ 30CP;PRINCIPAL > 1 - ÉTICOS > MPX PROPAGADO > 1.04 - USO CONT PROPAG;1;1;0;R$ 153,26; R$ -   ;Ok
56505;DAFLON 500MG C/ 30CP;PRINCIPAL > 1 - ÉTICOS > MPX PROPAGADO > 1.04 - USO CONT PROPAG;1;1;0;R$ 89,22; R$ -   ;Ok
61744;DAFLON 900MG+100MG C/ 60 CP;PRINCIPAL > 1 - ÉTICOS > MPX PROPAGADO > 1.04 - USO CONT PROPAG;1;1;0;R$ 273,95; R$ -   ;Ok
57107;DAFORIN 20 MG C/ 60CAPS;PRINCIPAL > 1 - ÉTICOS > MPX PROPAGADO > 1.01 - CONTROLADO PROP;1;1;0;R$ 116,07; R$ -   ;Ok
107378;DAISAN 37,5+325MG C/10COMP A2;PRINCIPAL > 1 - ÉTICOS > MPX PROPAGADO > 1.01 - CONTROLADO PROP;1;1;0;R$ 31,20; R$ -   ;Ok
57108;DAIVOBET GEL C/ 30 G;PRINCIPAL > 1 - ÉTICOS > MPX PROPAGADO > 1.03 - RX PROPAGADO;1;1;0;R$ 111,93; R$ -   ;Ok
1869;DALYNE 3MG + 0,03MG C/ 21CP;PRINCIPAL > 1 - ÉTICOS > MPX PROPAGADO > 1.06 - ANTICONCEP PROP;1;1;0;R$ 53,64; R$ -   ;Ok
71401;DCAL MDK FR 30 CP REV;PRINCIPAL > 3 - SIMILARES > SIM_LIBERADO;2;2;0;R$ 19,90; R$ -   ;Ok
428;DECADRON  COL 5ML;PRINCIPAL > 1 - ÉTICOS > MPX PROPAGADO > 1.05 - ANTIMICROB PROP;2;2;0;R$ 13,20; R$ -   ;Ok
244;DECADRON 0,75MG C/ 20CP;PRINCIPAL > 1 - ÉTICOS > MPX PROPAGADO > 1.04 - USO CONT PROPAG;2;2;0;R$ 11,73; R$ -   ;Ok
806;DECONGEX PLUS 120ML;PRINCIPAL > 1 - ÉTICOS > MIPS PROPAGADOS > 1.02 - OTC/MIP PROPAG;5;5;0;R$ 19,61; R$ -   ;Ok
62609;SHAMPOO ELSEVE SALVADOR LONGO DOS SONHOS 400ML;PRINCIPAL > 5 - PERFUMARIA > HIGIENE PESSOAL, PERFUMARIA E COSMÉTICOS > SHAMPOO;2;1;-1;R$ 20,72;-R$ 20,72;Perda
1078;DECONGEX PLUS C/ 12CP;PRINCIPAL > 1 - ÉTICOS > MIPS PROPAGADOS > 1.02 - OTC/MIP PROPAG;7;7;0;R$ 23,90; R$ -   ;Ok
423;DECONGEX PLUS GTS 20ML;PRINCIPAL > 1 - ÉTICOS > MIPS PROPAGADOS > 1.02 - OTC/MIP PROPAG;3;3;0;R$ 13,89; R$ -   ;Ok
118860;DEFB 1.000MCG C/ 30CP SUBL;PRINCIPAL > 3 - SIMILARES > SIM_RX;4;4;0;R$ 24,11; R$ -   ;Ok
118250;DEFLAZACORTE 30MG 10CP (NOVAQ);PRINCIPAL > 2 - GENÉRICOS > GEN RX ULT ONE;0;2;2;R$ 100,53;R$ 201,06;Sobra
1522;DEFLAZACORTE 6MG C/ 20CP;PRINCIPAL > 2 - GENÉRICOS > GEN RX ULT ONE;1;2;1;R$ 44,42;R$ 44,42;Sobra
77348;DEFRIZANTE SALON LINE MEU LISO EXTREMO 200ML;PRINCIPAL > 5 - PERFUMARIA > HIGIENE PESSOAL, PERFUMARIA E COSMÉTICOS > CABELO;3;3;0;R$ 11,40; R$ -   ;Ok
348;DELTALAB LOC 100ML;PRINCIPAL > 3 - SIMILARES > SIM OTC MIP SEM ONE;3;3;0;R$ 8,33; R$ -   ;Ok
67754;DELTAMETRIL D 4% 100ML;PRINCIPAL > 3 - SIMILARES > SIM_OTC/MIP;1;1;0;R$ 19,55; R$ -   ;Ok
111336;DEO COL B.SPLASH LABOTRAT CEREJA 190ML;PRINCIPAL > 5 - PERFUMARIA > HIGIENE PESSOAL, PERFUMARIA E COSMÉTICOS > CUIDADOS COM A PELE;1;1;0;R$ 20,18; R$ -   ;Ok
57732;DEO COL LAVANDA JHONSONS BABY 200ML;PRINCIPAL > 5 - PERFUMARIA > CUIDADO AO BEBE/INFANTIL > COLONIAS INFANTIS;7;7;0;R$ 25,17; R$ -   ;Ok
72011;DEO COLONIA EUDORA INSTANCE KARITE SPRAY 200ML;PRINCIPAL > 5 - PERFUMARIA > HIGIENE PESSOAL, PERFUMARIA E COSMÉTICOS > PERFUMES;1;1;0;R$ 41,31; R$ -   ;Ok
111448;DEO COLONIA INFANTIL DINNOBABY LAVANDA 100ML;PRINCIPAL > 5 - PERFUMARIA > CUIDADO AO BEBE/INFANTIL > COLONIAS INFANTIS;7;7;0;R$ 7,60; R$ -   ;Ok
